1.5872 	 83.6004
1.7349 	 50.3468
1.8919 	 42.6512
2.0231 	 39.1301
2.1353 	 37.1123
2.2338 	 35.8126
2.3217 	 34.9143
2.4012 	 34.2637
2.4738 	 33.7772
2.5406 	 33.4048
2.6025 	 33.1150
2.6601 	 32.8866
2.7139 	 32.7052
2.7643 	 32.5603
2.8118 	 32.4443
2.8567 	 32.3516
2.8991 	 32.2778
2.9393 	 32.2194
2.9776 	 32.1739
3.0140 	 32.1392
3.0488 	 32.1136
3.0820 	 32.0956
3.1138 	 32.0842
3.1443 	 32.0785
3.1736 	 32.0776
3.2018 	 32.0810
3.2289 	 32.0880
3.2550 	 32.0983
3.2803 	 32.1114
3.3047 	 32.1271
3.3283 	 32.1450
3.3511 	 32.1648
3.3733 	 32.1865
3.3948 	 32.2097
3.4157 	 32.2344
3.4360 	 32.2604
3.4557 	 32.2876
3.4750 	 32.3159
3.4937 	 32.3451
3.5120 	 32.3753
3.5299 	 32.4063
3.5473 	 32.4381
3.5643 	 32.4706
3.5810 	 32.5037
3.5974 	 32.5376
3.6134 	 32.5720
3.6291 	 32.6069
3.6445 	 32.6424
3.6596 	 32.6784
3.6744 	 32.7149
3.6890 	 32.7518
3.7033 	 32.7892
3.7175 	 32.8270
3.7314 	 32.8652
3.7451 	 32.9038
3.7585 	 32.9428
3.7718 	 32.9821
3.7850 	 33.0219
3.7979 	 33.0619
3.8107 	 33.1024
3.8234 	 33.1431
3.8358 	 33.1842
3.8482 	 33.2257
3.8604 	 33.2674
3.8725 	 33.3095
3.8845 	 33.3519
3.8963 	 33.3947
3.9081 	 33.4377
3.9197 	 33.4810
3.9313 	 33.5247
3.9427 	 33.5687
3.9541 	 33.6129
3.9654 	 33.6575
3.9766 	 33.7024
3.9877 	 33.7476
3.9988 	 33.7930
4.0098 	 33.8388
4.0207 	 33.8849
4.0316 	 33.9313
4.0424 	 33.9779
4.0531 	 34.0249
4.0638 	 34.0722
4.0745 	 34.1198
4.0851 	 34.1676
4.0957 	 34.2158
4.1062 	 34.2643
4.1167 	 34.3130
4.1271 	 34.3621
4.1376 	 34.4115
4.1480 	 34.4612
4.1583 	 34.5111
4.1687 	 34.5614
4.1790 	 34.6120
4.1893 	 34.6628
4.1996 	 34.7140
4.2098 	 34.7655
4.2201 	 34.8172
4.2303 	 34.8693
4.2405 	 34.9217
4.2507 	 34.9744
4.2609 	 35.0273
4.2711 	 35.0806
4.2813 	 35.1342
4.2915 	 35.1881
4.3016 	 35.2423
4.3118 	 35.2968
4.3220 	 35.3516
4.3321 	 35.4067
4.3423 	 35.4622
4.3525 	 35.5179
4.3626 	 35.5739
4.3728 	 35.6303
4.3830 	 35.6869
4.3932 	 35.7439
4.4034 	 35.8011
4.4136 	 35.8587
4.4238 	 35.9166
4.4340 	 35.9748
4.4442 	 36.0333
4.4545 	 36.0921
4.4647 	 36.1512
4.4750 	 36.2106
4.4853 	 36.2703
4.4956 	 36.3304
4.5059 	 36.3907
4.5162 	 36.4514
4.5266 	 36.5124
4.5369 	 36.5736
4.5473 	 36.6352
4.5577 	 36.6971
4.5682 	 36.7594
4.5786 	 36.8219
4.5891 	 36.8847
4.5995 	 36.9479
4.6100 	 37.0113
4.6206 	 37.0751
4.6311 	 37.1392
4.6417 	 37.2036
4.6523 	 37.2683
4.6629 	 37.3333
4.6735 	 37.3986
4.6842 	 37.4642
4.6949 	 37.5302
4.7056 	 37.5964
4.7164 	 37.6630
4.7271 	 37.7299
4.7379 	 37.7971
4.7488 	 37.8646
4.7596 	 37.9324
4.7705 	 38.0005
4.7814 	 38.0689
