316.1045 	 40440.2683
0.9161 	 78.4170
1.2193 	 65.4672
1.4263 	 60.7353
1.5922 	 58.1531
1.7338 	 56.5026
1.8582 	 55.3596
1.9695 	 54.5302
2.0704 	 53.9103
2.1626 	 53.4383
2.2473 	 53.0748
2.3258 	 52.7933
2.3987 	 52.5754
2.4668 	 52.4077
2.5305 	 52.2804
2.5905 	 52.1859
2.6470 	 52.1185
2.7005 	 52.0738
2.7511 	 52.0481
2.7992 	 52.0387
2.8451 	 52.0431
2.8888 	 52.0596
2.9306 	 52.0866
2.9707 	 52.1227
3.0091 	 52.1670
3.0461 	 52.2184
3.0816 	 52.2763
3.1159 	 52.3400
3.1490 	 52.4088
3.1811 	 52.4825
3.2121 	 52.5604
3.2422 	 52.6424
3.2714 	 52.7280
3.2998 	 52.8170
3.3274 	 52.9091
3.3543 	 53.0043
3.3806 	 53.1021
3.4062 	 53.2026
3.4312 	 53.3056
3.4558 	 53.4109
3.4798 	 53.5185
3.5033 	 53.6281
3.5264 	 53.7399
3.5490 	 53.8535
3.5713 	 53.9691
3.5932 	 54.0865
3.6148 	 54.2057
3.6360 	 54.3265
3.6570 	 54.4491
3.6776 	 54.5732
3.6980 	 54.6990
3.7182 	 54.8263
3.7381 	 54.9551
3.7578 	 55.0854
3.7773 	 55.2172
3.7966 	 55.3504
3.8157 	 55.4850
3.8347 	 55.6211
3.8535 	 55.7585
3.8721 	 55.8972
3.8907 	 56.0373
3.9091 	 56.1788
3.9273 	 56.3215
3.9455 	 56.4656
3.9636 	 56.6109
3.9816 	 56.7575
3.9995 	 56.9054
4.0173 	 57.0545
4.0351 	 57.2049
4.0528 	 57.3565
4.0704 	 57.5094
4.0880 	 57.6635
4.1055 	 57.8188
4.1230 	 57.9753
4.1405 	 58.1331
4.1579 	 58.2920
4.1753 	 58.4521
4.1927 	 58.6134
4.2100 	 58.7759
4.2274 	 58.9396
4.2447 	 59.1044
4.2621 	 59.2704
4.2794 	 59.4376
4.2967 	 59.6060
4.3140 	 59.7755
4.3314 	 59.9461
4.3487 	 60.1179
4.3661 	 60.2909
4.3835 	 60.4650
4.4009 	 60.6402
4.4183 	 60.8166
4.4357 	 60.9941
4.4532 	 61.1727
4.4707 	 61.3525
4.4882 	 61.5334
4.5057 	 61.7154
4.5233 	 61.8985
4.5409 	 62.0828
4.5586 	 62.2681
4.5763 	 62.4546
4.5940 	 62.6422
4.6118 	 62.8308
4.6296 	 63.0206
4.6475 	 63.2115
4.6654 	 63.4035
4.6833 	 63.5965
4.7014 	 63.7907
4.7194 	 63.9860
4.7375 	 64.1823
4.7557 	 64.3797
4.7739 	 64.5782
4.7922 	 64.7778
4.8105 	 64.9785
4.8289 	 65.1802
4.8474 	 65.3830
4.8659 	 65.5869
4.8845 	 65.7919
4.9031 	 65.9979
4.9218 	 66.2050
4.9405 	 66.4131
4.9594 	 66.6223
4.9782 	 66.8326
4.9972 	 67.0439
5.0162 	 67.2563
5.0353 	 67.4697
5.0544 	 67.6842
5.0737 	 67.8997
5.0929 	 68.1163
5.1123 	 68.3339
5.1317 	 68.5525
5.1512 	 68.7722
5.1708 	 68.9929
5.1904 	 69.2146
5.2101 	 69.4374
5.2299 	 69.6612
5.2498 	 69.8861
5.2697 	 70.1119
5.2897 	 70.3388
5.3098 	 70.5667
5.3299 	 70.7956
5.3502 	 71.0255
5.3705 	 71.2565
5.3909 	 71.4884
5.4113 	 71.7214
5.4318 	 71.9554
5.4524 	 72.1904
5.4731 	 72.4264
5.4939 	 72.6633
5.5147 	 72.9013
5.5356 	 73.1403
5.5566 	 73.3803
